complaint_id,raw_text,issue_category,jurisdiction_level,assigned_department,officer_title,priority_level,actual_resolution_hours
BAGA-0524,"Dustbins removed from GT Road, kachra everywhere",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,67.9
BAGA-0525,"Power cut in Nehru Colony for 8 hours, no update from MSEDCL",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,9.8
BAGA-0526,Open dumping of waste near school in Sadar Bazar,Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,45.5
BAGA-0527,"Dustbins removed from GT Road, kachra everywhere",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,48.9
BAGA-0528,Road damaged after monsoon near college,Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,253.0
BAGA-0529,"Transformer burst in Sadar Bazar, sparks flying — very dangerous",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,9.0
BAGA-0530,Overhead tank not filling in our colony Baner,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,35.8
BAGA-0531,Voltage fluctuation damaging appliances in Baner,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,9.4
BAGA-0532,Streetlight not working on GT Road for 7 days,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,9.4
BAGA-0533,"Power cut in Nehru Colony for 3 hours, no update from MSEDCL",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,6.1
BAGA-0534,Water pipe burst on Station Road near college,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,37.9
BAGA-0535,"Transformer burst in Baner, sparks flying — very dangerous",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,10.5
BAGA-0536,"Village Mahuli needs water tanker, no piped supply",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,92.8
BAGA-0537,There is no water supply in Ward 49 since 4 hours,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,38.2
BAGA-0538,"Footpath broken in Nehru Colony, elderly people falling",Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,227.6
BAGA-0539,"Sewer line blocked in Nehru Colony, sewage on road",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,39.1
BAGA-0540,"Village Kolegaon needs water tanker, no piped supply",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,83.7
BAGA-0541,"Drain overflowing on GT Road, causing health hazard",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,40.4
BAGA-0542,"Divider damaged on NH-48, accidents happening",Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,311.8
BAGA-0543,Overhead tank not filling in our colony Laxmi Nagar,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,35.0
BAGA-0544,"Water contamination in Pargaon, children falling sick",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,71.6
BAGA-0545,"No water in gram panchayat Ambegaon, bore well dried up",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,102.4
BAGA-0546,"Power cut in Gandhi Nagar for 2 hours, no update from MSEDCL",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,5.8
BAGA-0547,"Power cut in Sadar Bazar for 12 hours, no update from MSEDCL",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,8.0
BAGA-0548,There is no water supply in Ward 14 since 2 hours,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,32.6
BAGA-0549,"Sewer line blocked in Sadar Bazar, sewage on road",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,76.8
BAGA-0550,"Power cut in Shivaji Nagar for 3 hours, no update from MSEDCL",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,8.0
BAGA-0551,"No water in gram panchayat Ambegaon, bore well dried up",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,68.2
BAGA-0552,No speed breakers near school on NH-48,Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,265.8
BAGA-0553,"Water pressure is very low in MG Road area, need urgent fix",Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,34.9
BAGA-0554,Overhead tank not filling in our colony Sadar Bazar,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,31.6
BAGA-0555,Handpump in village Shirgaon not working for 2 days,Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,101.8
BAGA-0556,Garbage not collected for 7 days in Ward 44,Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,55.5
BAGA-0557,There is no water supply in Ward 43 since 4 hours,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,37.7
BAGA-0558,Streetlight not working on FC Road for 3 days,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,6.4
BAGA-0559,There is no water supply in Ward 25 since 12 hours,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,46.9
BAGA-0560,"Transformer burst in Hadapsar, sparks flying — very dangerous",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,8.7
BAGA-0561,Electric pole fallen on road near hospital in Laxmi Nagar,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,6.8
BAGA-0562,"Power cut in Sadar Bazar for 10 hours, no update from MSEDCL",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,10.2
BAGA-0563,There is no water supply in Ward 46 since 24 hours,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,36.7
BAGA-0564,Voltage fluctuation damaging appliances in Laxmi Nagar,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,9.9
BAGA-0565,"Footpath broken in Nehru Colony, elderly people falling",Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,283.3
BAGA-0566,"Transformer burst in Shivaji Nagar, sparks flying — very dangerous",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,12.4
BAGA-0567,Water pipe burst on Ring Road near bus stand,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,29.8
BAGA-0568,Electric pole fallen on road near railway station in Gandhi Nagar,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,6.9
BAGA-0569,Community hall roof collapsed in gram panchayat Devgad,Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,806.9
BAGA-0570,Electric pole fallen on road near government office in Gandhi Nagar,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,7.8
BAGA-0571,"Dustbins removed from Ring Road, kachra everywhere",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,34.5
BAGA-0572,Anganwadi building in Mahuli needs repair,Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,590.8
BAGA-0573,Dirty contaminated water coming from tap in Nehru Colony,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,42.5
BAGA-0574,Streetlight not working on Tilak Road for 7 days,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,7.8
BAGA-0575,"Transformer burst in Gandhi Nagar, sparks flying — very dangerous",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,4.3
BAGA-0576,No speed breakers near school on Civil Lines Road,Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,220.7
BAGA-0577,Voltage fluctuation damaging appliances in Hadapsar,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,4.9
BAGA-0578,"Power cut in Shivaji Nagar for 12 hours, no update from MSEDCL",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,12.0
BAGA-0579,"No water in gram panchayat Bhimashankar, bore well dried up",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,54.6
BAGA-0580,"Water contamination in Shirgaon, children falling sick",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,73.7
BAGA-0581,Electric pole fallen on road near college in Baner,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,9.1
BAGA-0582,"School building in Kolegaon is dangerous, walls cracking",Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,427.2
BAGA-0583,Streetlight not working on NH-48 for 15 days,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,8.8
BAGA-0584,"Power cut in MG Road area for 10 hours, no update from MSEDCL",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,6.6
BAGA-0585,Overhead tank not filling in our colony Kothrud,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,37.9
BAGA-0586,"No water in gram panchayat Shirgaon, bore well dried up",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,78.8
BAGA-0587,Open dumping of waste near temple in Baner,Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,46.1
BAGA-0588,"Village Ambegaon needs water tanker, no piped supply",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,103.1
BAGA-0589,"Footpath broken in Shivaji Nagar, elderly people falling",Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,208.5
BAGA-0590,Road damaged after monsoon near bus stand,Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,279.3
BAGA-0591,Streetlight not working on Tilak Road for 5 days,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,9.6
BAGA-0592,"Sewer line blocked in Baner, sewage on road",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,33.1
BAGA-0593,Electric pole fallen on road near temple in Koregaon Park,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,4.9
BAGA-0594,Overhead tank not filling in our colony Kothrud,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,34.4
BAGA-0595,Water pipe burst on FC Road near bus stand,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,23.4
BAGA-0596,Voltage fluctuation damaging appliances in Shivaji Nagar,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,8.5
BAGA-0597,"Divider damaged on Tilak Road, accidents happening",Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,295.1
BAGA-0598,"Power cut in MG Road area for 8 hours, no update from MSEDCL",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,5.2
BAGA-0599,Water pipe burst on Tilak Road near park,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,41.1
BAGA-0600,"Village Rajgurunagar needs water tanker, no piped supply",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,106.0
BAGA-0601,Streetlight not working on Station Road for 2 days,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,8.7
BAGA-0602,Voltage fluctuation damaging appliances in MG Road area,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,10.6
BAGA-0603,"Drain overflowing on Tilak Road, causing health hazard",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,44.1
BAGA-0604,There is no water supply in Ward 44 since 10 hours,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,32.7
BAGA-0605,"No water in gram panchayat Junnar, bore well dried up",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,81.6
BAGA-0606,Streetlight not working on Station Road for 10 days,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,5.9
BAGA-0607,Garbage not collected for 15 days in Ward 25,Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,40.9
BAGA-0608,"Water pressure is very low in Gandhi Nagar, need urgent fix",Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,36.1
BAGA-0609,"Power cut in Sadar Bazar for 3 hours, no update from MSEDCL",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,8.3
BAGA-0610,Voltage fluctuation damaging appliances in Hadapsar,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,8.9
BAGA-0611,No speed breakers near school on MG Road,Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,163.2
BAGA-0612,Community hall roof collapsed in gram panchayat Shirgaon,Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,804.4
BAGA-0613,Overhead tank not filling in our colony Shivaji Nagar,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,30.4
BAGA-0614,"School building in Mahuli is dangerous, walls cracking",Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,598.0
BAGA-0615,Voltage fluctuation damaging appliances in Baner,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,8.6
BAGA-0616,"Huge pothole on FC Road near bus stand, very dangerous",Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,232.8
BAGA-0617,Streetlight not working on Station Road for 5 days,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,9.1
BAGA-0618,Streetlight not working on Old Mumbai Highway for 3 days,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,6.2
BAGA-0619,Streetlight not working on Civil Lines Road for 15 days,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,7.9
BAGA-0620,Toilet construction incomplete in Mahuli under SBM,Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,120.1
BAGA-0621,"Power cut in MG Road area for 8 hours, no update from MSEDCL",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,7.1
BAGA-0622,Streetlight not working on Civil Lines Road for 10 days,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,8.1
BAGA-0623,Village road from Shirgaon to taluka in terrible condition,Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,443.1
BAGA-0624,Anganwadi building in Wadgaon needs repair,Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,600.2
BAGA-0625,"Divider damaged on FC Road, accidents happening",Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,227.0
BAGA-0626,"School building in Pargaon is dangerous, walls cracking",Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,566.7
BAGA-0627,Electric pole fallen on road near railway station in Shivaji Nagar,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,10.0
BAGA-0628,"Transformer burst in Laxmi Nagar, sparks flying — very dangerous",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,7.5
BAGA-0629,Toilet construction incomplete in Mahuli under SBM,Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,94.2
BAGA-0630,"Footpath broken in Hadapsar, elderly people falling",Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,281.1
BAGA-0631,Open dumping of waste near park in Gandhi Nagar,Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,60.6
BAGA-0632,Voltage fluctuation damaging appliances in Sadar Bazar,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,9.1
BAGA-0633,Electric pole fallen on road near railway station in MG Road area,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,10.6
BAGA-0634,Overhead tank not filling in our colony Gandhi Nagar,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,34.4
BAGA-0635,"No water in gram panchayat Bhimashankar, bore well dried up",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,61.0
BAGA-0636,"Bridge near Rajgurunagar damaged, vehicles cannot pass",Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,392.1
BAGA-0637,"Footpath broken in Gandhi Nagar, elderly people falling",Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,189.5
BAGA-0638,"Footpath broken in Laxmi Nagar, elderly people falling",Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,249.4
BAGA-0639,"Dustbins removed from NH-48, kachra everywhere",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,50.0
BAGA-0640,"Bridge near Pargaon damaged, vehicles cannot pass",Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,477.0
BAGA-0641,"Village Rajgurunagar needs water tanker, no piped supply",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,43.5
BAGA-0642,"Transformer burst in Gandhi Nagar, sparks flying — very dangerous",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,6.6
BAGA-0643,"No water in gram panchayat Rajgurunagar, bore well dried up",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,75.8
BAGA-0644,"Sewer line blocked in Gandhi Nagar, sewage on road",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,47.8
BAGA-0645,No speed breakers near school on FC Road,Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,333.4
BAGA-0646,Toilet construction incomplete in Junnar under SBM,Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,51.2
BAGA-0647,"Water contamination in Wadgaon, children falling sick",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,96.2
BAGA-0648,"Transformer burst in Nehru Colony, sparks flying — very dangerous",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,9.2
BAGA-0649,"Transformer burst in Kothrud, sparks flying — very dangerous",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,7.5
BAGA-0650,Streetlight not working on MG Road for 10 days,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,8.8
BAGA-0651,There is no water supply in Ward 24 since 3 hours,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,34.9
BAGA-0652,"Water pressure is very low in Sadar Bazar, need urgent fix",Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,39.3
BAGA-0653,"Village Kolegaon needs water tanker, no piped supply",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,68.3
BAGA-0654,"Sewer line blocked in Baner, sewage on road",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,36.2
BAGA-0655,Voltage fluctuation damaging appliances in MG Road area,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,4.2
BAGA-0656,"No water in gram panchayat Pargaon, bore well dried up",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,91.1
BAGA-0657,"Power cut in Baner for 12 hours, no update from MSEDCL",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,6.8
BAGA-0658,"Water pressure is very low in Hadapsar, need urgent fix",Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,26.5
BAGA-0659,There is no water supply in Ward 19 since 2 hours,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,30.2
BAGA-0660,"Water contamination in Ambegaon, children falling sick",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,93.9
BAGA-0661,Voltage fluctuation damaging appliances in Shivaji Nagar,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,8.3
BAGA-0662,"Drain overflowing on MG Road, causing health hazard",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,36.8
BAGA-0663,Electric pole fallen on road near school in Gandhi Nagar,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,10.8
BAGA-0664,Toilet construction incomplete in Mahuli under SBM,Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,82.6
BAGA-0665,Overhead tank not filling in our colony Aundh,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,38.8
BAGA-0666,"Water contamination in Bhimashankar, children falling sick",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,86.5
BAGA-0667,"Power cut in Shivaji Nagar for 12 hours, no update from MSEDCL",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,7.4
BAGA-0668,"Dustbins removed from Old Mumbai Highway, kachra everywhere",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,52.8
BAGA-0669,Handpump in village Bhimashankar not working for 15 days,Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,104.7
BAGA-0670,"Transformer burst in MG Road area, sparks flying — very dangerous",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,7.4
BAGA-0671,Road damaged after monsoon near railway station,Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,299.9
BAGA-0672,"Dustbins removed from Civil Lines Road, kachra everywhere",Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,39.6
BAGA-0673,"Transformer burst in Nehru Colony, sparks flying — very dangerous",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,11.6
BAGA-0674,Water pipe burst on FC Road near market,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,31.0
BAGA-0675,Community hall roof collapsed in gram panchayat Wadgaon,Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,740.0
BAGA-0676,Dirty contaminated water coming from tap in Nehru Colony,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,28.6
BAGA-0677,Electric pole fallen on road near hospital in Aundh,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,7.3
BAGA-0678,Overhead tank not filling in our colony Koregaon Park,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,38.7
BAGA-0679,There is no water supply in Ward 1 since 5 hours,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,43.3
BAGA-0680,Toilet construction incomplete in Rajgurunagar under SBM,Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,113.2
BAGA-0681,Open dumping of waste near park in Aundh,Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,65.5
BAGA-0682,"Water contamination in Mahuli, children falling sick",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,53.7
BAGA-0683,Electric pole fallen on road near hospital in Baner,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,8.8
BAGA-0684,Road damaged after monsoon near college,Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,226.9
BAGA-0685,"Footpath broken in Nehru Colony, elderly people falling",Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,310.9
BAGA-0686,Voltage fluctuation damaging appliances in Shivaji Nagar,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,10.2
BAGA-0687,There is no water supply in Ward 14 since 6 hours,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,37.8
BAGA-0688,Handpump in village Mahuli not working for 10 days,Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,74.4
BAGA-0689,Open dumping of waste near college in MG Road area,Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,34.8
BAGA-0690,"Divider damaged on Tilak Road, accidents happening",Roads & Infrastructure,Urban,Municipal Public Works Department,Executive Engineer (Roads),Medium,229.9
BAGA-0691,Overhead tank not filling in our colony Nehru Colony,Water Supply,Urban,Municipal Water Works Department,Ward Officer / Assistant Engineer,High,31.4
BAGA-0692,"Transformer burst in Baner, sparks flying — very dangerous",Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,8.1
BAGA-0693,Garbage not collected for 15 days in Ward 21,Sanitation & Solid Waste,Urban,Municipal Solid Waste Management,Sanitary Inspector (SI),Medium,60.4
BAGA-0694,Anganwadi building in Devgad needs repair,Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,549.8
BAGA-0695,"Water contamination in Junnar, children falling sick",Water & Local Sanitation,Rural,Gram Panchayat,Gram Sevak / Jal Surakshak,Medium,62.9
BAGA-0696,Anganwadi building in Pargaon needs repair,Major Infrastructure & Roads,Rural,Zilla Parishad / State PWD,Block Development Officer (BDO) / PWD Engineer,Low,429.0
BAGA-0697,Electric pole fallen on road near bus stand in Shivaji Nagar,Electricity,State,State Electricity Board (MSEDCL/MSEB),Junior Engineer (JE) / Lineman,Critical,9.4
